,Nation_Ranking,League_Ranking,Age,MP,TotGoals,Shots,G/Sh,CompPass,CompPass%,ShoPass,LongPass,LongPass%,Assists,Pas3rd,SCA,GCA,TklWon,TklInt,Blocks,Clearence,Carries,CPA,Recov,AerWon%,MV
816,5,3,22,17,2,0.93,0.2,43.5,79.1,23.2,2.96,55.2,0.09,1.85,1.76,0.09,0.65,1.67,0.83,1.11,30.6,0.46,6.39,52.9,8.0
817,5,1,22,20,0,0.18,0.0,42.0,79.0,23.3,2.17,52.2,0.0,1.81,0.9,0.0,2.29,5.54,1.45,1.63,40.4,0.12,5.96,57.6,8.0
818,1,2,24,17,2,0.65,0.2,34.8,84.0,8.44,4.55,63.1,0.0,1.36,0.45,0.06,0.65,2.01,1.49,6.3,27.5,0.06,4.68,60.8,8.0
819,5,3,29,14,2,1.35,0.15,29.2,71.1,15.8,1.35,33.3,0.0,2.08,2.08,0.1,1.25,3.13,0.63,0.42,33.4,0.31,6.56,16.7,8.0
820,4,1,29,13,4,2.26,0.1,39.8,76.0,21.8,2.69,50.0,0.32,3.23,5.59,0.65,0.97,2.04,0.65,0.11,53.4,1.83,3.87,10.0,8.0
821,5,2,20,10,0,2.5,0.0,23.0,79.3,14.5,1.0,66.7,0.0,0.0,1.5,0.0,2.0,4.5,2.0,2.0,24.5,0.5,9.0,25.0,8.0
822,4,4,31,19,0,0.77,0.0,32.0,71.6,9.23,5.46,47.2,0.0,2.79,1.04,0.05,0.55,2.57,1.26,4.15,25.7,0.05,4.86,62.2,8.0
823,5,4,28,19,0,1.16,0.0,25.5,71.0,14.8,1.51,37.3,0.14,1.99,2.53,0.21,2.05,5.27,1.64,0.75,26.4,0.34,6.99,26.9,8.0
824,4,5,27,19,1,1.48,0.06,24.8,80.7,13.1,1.91,56.4,0.0,2.26,2.87,0.09,1.3,3.3,1.22,1.04,26.6,0.43,6.26,30.0,8.0
825,5,5,33,18,0,0.41,0.0,50.8,79.6,28.6,4.24,50.0,0.0,4.41,3.12,0.0,0.41,2.0,1.0,2.35,33.5,0.06,4.71,54.5,8.0
826,5,1,22,21,7,2.01,0.26,13.3,66.9,7.84,0.45,54.5,0.07,0.82,1.87,0.22,0.3,0.6,0.6,0.75,19.5,0.45,2.01,55.8,8.0
827,3,3,25,15,0,2.39,0.0,23.9,79.2,13.4,2.16,79.2,0.34,2.95,3.86,0.57,0.34,0.68,0.34,0.0,30.8,1.82,6.59,66.7,8.0
828,4,2,25,14,0,0.07,0.0,41.0,87.2,11.0,7.43,72.1,0.0,1.84,0.51,0.0,0.59,2.21,1.69,4.34,33.3,0.07,4.63,51.4,8.0
829,5,4,25,11,0,0.23,0.0,40.5,85.7,15.9,4.88,67.7,0.0,1.51,0.35,0.0,1.16,2.79,2.44,5.0,30.7,0.0,4.07,55.0,8.0
830,5,3,26,16,0,1.38,0.0,32.4,79.0,21.2,1.03,40.0,0.17,2.24,3.1,0.17,0.86,1.9,0.86,1.21,34.3,0.34,5.17,25.0,8.0
831,5,2,31,19,4,3.47,0.1,16.9,64.4,10.6,1.02,37.5,0.08,1.27,2.2,0.08,0.34,0.76,0.51,1.27,21.8,0.42,2.71,37.9,8.0
832,5,5,31,21,6,1.04,0.29,47.1,76.7,24.0,3.61,40.6,0.15,4.01,3.71,0.25,0.89,2.23,0.94,0.45,38.0,0.05,3.56,11.5,8.0
833,1,3,24,15,0,1.23,0.0,21.5,67.4,8.69,2.13,48.1,0.0,2.46,2.05,0.08,1.07,2.79,1.97,2.38,19.8,0.0,6.39,40.0,8.0
834,5,3,34,14,2,2.53,0.1,7.71,57.7,4.22,0.12,33.3,0.12,0.48,1.33,0.12,0.48,0.72,0.6,2.17,10.0,0.24,1.81,44.3,8.0
835,2,5,30,20,4,1.37,0.24,15.0,58.7,8.31,0.81,55.6,0.0,1.29,1.29,0.16,0.89,1.13,0.81,1.61,18.1,0.16,1.94,51.9,8.0
836,5,4,30,10,0,1.04,0.0,40.9,80.4,19.9,1.79,38.7,0.0,1.34,1.94,0.0,0.3,3.28,1.34,1.94,34.0,0.3,4.18,53.8,8.0
837,5,5,27,22,1,1.94,0.08,18.9,62.2,11.1,0.48,21.4,0.16,0.48,2.9,0.32,0.65,1.77,1.29,0.32,26.1,2.1,4.03,28.6,8.0
838,5,4,31,17,1,0.94,0.06,43.9,86.8,19.7,4.53,70.6,0.0,3.71,1.41,0.06,1.47,3.59,1.47,1.06,34.9,0.06,5.41,48.6,8.0
839,5,1,24,9,0,0.0,0.0,53.5,87.7,18.3,7.0,82.4,0.0,4.5,0.25,0.0,0.5,3.0,1.0,4.75,54.8,0.25,6.5,57.1,8.0
840,3,2,22,10,0,1.75,0.0,20.3,73.6,13.0,0.5,40.0,0.0,1.5,2.25,0.0,0.5,1.5,0.75,0.25,28.8,2.0,4.25,20.0,8.0
841,5,2,33,22,3,0.55,0.25,35.0,86.6,10.6,2.95,65.3,0.0,0.97,0.28,0.0,0.51,2.4,1.34,4.38,25.4,0.0,4.33,69.2,8.0
842,4,2,31,20,1,1.48,0.06,42.7,84.0,23.7,2.41,57.8,0.0,4.17,1.67,0.19,1.48,3.15,1.3,1.76,32.9,0.09,5.93,50.0,8.0
843,5,3,30,12,1,3.21,0.11,14.6,69.5,7.86,1.43,100.0,0.0,1.07,2.5,0.71,0.71,1.07,0.0,3.57,15.0,0.36,2.86,40.7,7.0
844,5,5,31,14,0,0.9,0.0,33.1,67.2,18.8,3.21,49.0,0.13,3.33,1.67,0.13,1.79,4.87,2.18,2.18,25.9,0.26,6.92,51.1,7.0
845,4,5,30,19,1,1.39,0.04,49.3,78.9,25.6,4.48,50.7,0.42,5.39,2.97,0.48,0.61,1.21,1.03,1.09,40.1,0.06,6.85,43.8,7.0
846,2,4,27,20,2,0.45,0.22,43.4,85.4,11.6,4.85,65.1,0.0,2.3,0.3,0.0,1.05,2.5,0.9,4.2,38.2,0.0,6.5,48.6,6.0
847,3,5,30,14,1,0.5,0.17,33.6,68.1,18.3,2.25,45.8,0.0,1.92,1.58,0.0,2.0,4.75,1.5,3.83,27.7,0.0,6.58,65.2,6.0
848,2,5,31,22,1,0.78,0.08,21.4,76.2,13.6,0.42,33.3,0.06,0.9,2.71,0.18,1.81,3.31,1.2,1.33,25.2,0.84,5.48,32.2,6.0
849,3,1,32,9,0,0.0,0.0,35.2,80.7,15.2,2.42,51.7,0.0,4.35,0.81,0.0,1.13,3.71,0.65,1.77,36.0,0.0,4.84,54.5,6.0
850,5,4,30,16,3,2.95,0.1,20.9,69.1,10.0,1.9,47.6,0.1,1.62,3.24,0.29,1.33,3.52,0.67,0.48,24.7,0.57,6.29,36.8,6.0
851,1,4,21,15,4,2.31,0.17,13.6,70.9,9.42,0.1,100.0,0.19,0.58,2.69,0.19,0.19,0.29,0.38,1.63,14.6,0.58,3.46,50.7,6.0
852,5,1,27,22,5,1.78,0.03,50.5,75.9,16.7,12.1,61.4,0.33,8.27,4.95,0.84,0.79,2.2,0.93,0.75,51.8,0.23,6.03,35.3,6.0
853,3,2,26,18,1,1.16,0.1,32.6,81.9,18.0,2.33,60.6,0.0,2.21,2.21,0.23,0.12,0.81,1.28,0.7,27.7,0.23,5.0,35.7,5.0
854,5,1,29,13,0,0.29,0.0,47.9,81.7,25.0,2.79,54.3,0.0,4.26,1.18,0.29,0.74,3.82,0.44,2.79,42.9,0.15,5.29,35.7,5.0
855,5,3,20,17,2,1.03,0.13,29.0,84.9,14.4,1.35,52.5,0.13,2.45,2.45,0.45,0.71,1.61,1.03,0.45,26.3,0.39,5.68,30.4,5.0
856,3,2,26,12,1,0.93,0.14,41.5,74.4,21.7,5.2,53.4,0.13,3.07,2.93,0.4,1.33,2.8,1.2,2.67,36.7,0.53,6.27,60.0,5.0
857,3,4,25,6,0,0.77,0.0,36.2,93.1,15.4,5.38,93.3,0.0,3.08,0.38,0.0,1.92,5.38,0.0,0.77,20.0,0.0,6.54,14.3,5.0
858,5,4,31,16,1,1.52,0.06,32.5,78.6,13.5,4.64,58.4,0.0,3.39,1.88,0.18,1.7,3.3,0.98,1.52,27.3,0.09,6.79,53.1,5.0
859,5,3,21,9,0,1.43,0.0,30.7,75.4,15.7,1.43,40.0,0.0,3.57,3.57,0.0,2.86,5.71,0.0,0.0,24.3,1.43,7.14,12.5,5.0
860,2,5,28,17,0,0.2,0.0,57.5,91.5,25.2,3.82,69.0,0.0,3.42,0.92,0.07,0.39,1.64,1.25,3.82,43.7,0.0,5.53,55.8,5.0
861,5,3,28,18,2,1.02,0.13,44.8,83.7,22.1,3.31,68.4,0.13,3.44,1.46,0.19,1.59,3.57,1.15,2.1,25.0,0.0,5.48,52.4,5.0
862,5,4,28,8,0,0.53,0.0,22.8,58.8,10.5,1.75,33.3,0.0,2.28,0.88,0.35,0.88,2.28,1.23,1.4,17.9,0.0,2.81,66.7,5.0
863,5,2,32,20,1,2.09,0.05,33.6,79.7,15.1,4.95,72.6,0.0,3.3,2.75,0.0,0.99,2.53,1.21,0.99,33.3,1.1,4.84,71.4,5.0
864,3,2,28,10,0,0.16,0.0,47.2,86.7,13.8,7.87,66.7,0.0,3.28,0.82,0.0,0.66,2.46,0.82,4.26,38.5,0.0,4.59,22.2,5.0
865,5,5,33,18,0,0.44,0.0,54.6,80.6,30.6,1.14,23.6,0.0,2.28,1.49,0.09,1.32,3.51,1.67,3.6,37.3,0.0,3.86,59.5,5.0
866,5,2,27,22,2,1.08,0.11,30.8,73.5,14.7,2.51,46.7,0.0,2.34,2.81,0.12,1.32,2.63,0.72,1.56,30.2,0.3,5.45,30.0,5.0
867,4,3,24,11,0,2.35,0.0,25.6,69.0,13.5,1.47,62.5,0.29,1.47,3.24,0.29,1.47,4.41,0.59,1.18,27.6,0.88,7.35,61.1,5.0
868,5,2,26,22,3,0.55,0.25,29.0,73.4,7.41,5.14,50.7,0.0,2.45,0.32,0.0,0.73,2.09,1.14,5.18,23.8,0.0,5.27,53.6,5.0
869,3,1,28,18,2,1.18,0.1,54.7,80.7,20.1,7.57,60.1,0.18,6.39,2.49,0.24,1.72,4.97,1.18,1.07,58.2,0.12,8.52,63.3,5.0
870,5,4,33,12,0,1.24,0.0,47.0,81.7,22.7,3.62,67.9,0.1,5.14,2.1,0.1,1.24,3.52,1.71,2.38,36.5,0.19,5.9,64.3,5.0
871,5,2,26,20,0,0.36,0.0,32.8,81.0,15.8,2.73,64.4,0.0,3.6,1.22,0.0,1.08,3.88,1.94,4.03,22.3,0.07,5.04,38.5,5.0
872,3,5,32,8,0,0.15,0.0,27.4,75.4,8.94,2.73,42.9,0.15,1.06,0.76,0.15,0.91,3.79,1.67,5.76,23.8,0.0,5.3,66.7,5.0
873,5,2,33,18,3,2.36,0.09,36.4,83.0,18.7,2.64,62.9,0.0,2.57,3.18,0.27,1.28,2.77,0.61,0.27,34.9,0.41,6.89,42.9,5.0
874,5,2,25,19,2,2.8,0.07,20.7,75.0,9.6,3.0,73.2,0.1,2.6,2.2,0.3,0.1,0.6,0.6,0.0,24.0,0.3,3.0,26.7,5.0
875,4,3,23,15,0,0.16,0.0,45.4,83.9,15.6,3.81,53.9,0.0,1.98,0.16,0.08,0.71,2.38,1.27,4.13,37.1,0.0,4.92,58.8,5.0
876,2,2,23,15,1,1.08,0.25,14.6,63.5,7.57,0.54,66.7,0.27,1.08,2.43,0.27,0.81,1.08,0.27,0.27,15.9,0.0,2.97,45.8,5.0
877,3,1,23,13,0,0.47,0.0,44.1,87.3,23.8,1.86,66.7,0.12,3.49,2.44,0.23,1.63,5.7,1.51,1.05,47.2,0.23,6.98,46.2,5.0
878,4,2,31,22,0,0.76,0.0,33.6,76.2,16.6,2.49,49.5,0.11,3.57,2.54,0.32,0.76,3.03,1.35,1.73,26.6,0.16,7.68,44.0,5.0
879,4,4,31,15,5,2.12,0.18,10.6,64.2,6.97,0.68,60.0,0.08,0.83,1.67,0.3,0.08,0.83,0.53,0.45,15.0,0.45,2.05,41.5,5.0
880,1,2,27,18,0,0.5,0.0,45.9,84.6,18.8,4.39,58.7,0.0,3.31,0.86,0.14,0.86,3.09,1.8,3.02,35.5,0.07,5.76,58.1,5.0
881,5,5,20,12,0,0.42,0.0,36.4,80.6,23.5,1.04,34.5,0.1,1.46,2.08,0.1,1.46,3.54,1.15,2.81,27.2,0.42,5.73,28.6,5.0
882,5,2,23,18,0,0.83,0.0,37.6,82.3,15.9,1.53,48.0,0.0,2.29,0.76,0.06,0.76,3.69,1.21,3.12,28.5,0.06,5.73,72.6,5.0
883,4,3,25,15,2,2.67,0.25,17.7,65.4,10.7,0.33,25.0,0.0,1.33,2.67,1.0,0.0,0.33,0.67,0.0,25.7,1.67,2.33,35.3,5.0
884,4,1,23,9,0,0.44,0.0,32.8,71.0,17.2,4.12,56.0,0.15,3.09,1.62,0.15,1.76,3.24,1.03,2.06,33.8,0.44,6.91,43.8,5.0
885,4,5,32,22,0,2.12,0.0,65.8,85.5,33.7,6.73,72.9,0.0,7.12,5.0,0.19,0.77,2.88,1.54,0.38,57.7,1.15,7.12,50.0,5.0
886,5,2,28,14,0,0.74,0.0,32.7,77.1,13.2,3.06,50.8,0.0,1.39,0.46,0.09,1.02,3.06,1.39,5.93,26.8,0.0,6.57,56.8,5.0
887,5,4,27,17,0,0.31,0.0,33.4,80.2,12.0,4.81,58.9,0.0,3.44,0.84,0.0,1.45,3.28,1.83,3.05,23.9,0.08,5.04,60.0,5.0
888,5,1,24,17,0,1.02,0.0,27.5,83.0,13.5,1.02,68.4,0.0,2.66,1.72,0.0,1.72,4.77,2.11,0.78,29.8,0.08,5.47,43.8,5.0
889,5,4,34,15,0,1.08,0.0,40.6,87.6,19.5,1.77,59.0,0.0,5.46,2.0,0.0,0.69,2.31,0.62,1.38,33.6,0.31,4.85,54.8,5.0
890,5,2,35,15,1,1.56,0.05,13.8,70.9,7.87,0.66,80.0,0.0,0.9,1.89,0.08,0.08,0.33,0.0,0.25,14.8,0.57,1.48,22.2,5.0
891,2,1,28,19,0,0.37,0.0,39.6,82.6,14.2,3.99,58.0,0.0,3.13,0.61,0.0,1.04,4.05,1.1,3.44,38.0,0.0,6.07,68.6,5.0
892,5,4,28,16,3,2.71,0.1,28.6,76.9,15.2,2.34,50.0,0.0,3.27,3.36,0.09,0.84,2.34,1.5,0.09,35.8,0.65,4.49,30.0,5.0
893,4,4,35,14,5,2.19,0.13,17.9,73.7,10.6,1.9,83.3,0.1,0.86,1.9,0.19,0.1,0.48,0.67,0.48,15.3,0.29,2.19,37.5,5.0
894,5,1,27,10,0,0.61,0.0,38.2,73.3,18.3,3.17,53.1,0.0,3.54,1.59,0.12,1.34,5.0,1.34,2.32,39.1,0.24,5.49,64.7,5.0
895,5,1,24,13,2,1.8,0.22,30.0,83.3,18.8,1.0,62.5,0.4,2.8,2.6,0.4,1.0,2.0,0.8,0.2,38.2,0.8,3.4,60.0,5.0
896,5,2,20,20,4,2.55,0.14,13.6,64.9,9.18,0.45,29.4,0.18,1.09,2.27,0.18,0.36,1.27,1.27,0.36,20.0,0.09,2.36,22.8,5.0
897,3,4,25,17,1,0.54,0.13,49.0,86.8,12.2,6.98,69.8,0.0,2.89,0.67,0.0,1.07,2.95,1.14,3.62,40.8,0.07,5.97,59.4,5.0
898,5,1,24,12,1,0.22,0.5,44.7,81.9,18.7,3.59,61.1,0.11,3.26,1.63,0.11,1.52,2.28,1.09,1.63,44.3,0.11,4.67,71.4,5.0
899,5,5,26,19,0,0.3,0.0,30.8,78.8,14.8,2.67,55.7,0.12,2.97,1.94,0.24,1.33,3.21,1.45,1.39,21.7,0.06,6.85,46.7,5.0
900,5,5,31,12,0,0.28,0.0,34.8,80.4,7.55,4.81,56.0,0.0,1.7,0.57,0.0,0.38,1.89,1.51,4.81,26.8,0.0,3.3,73.0,5.0
901,4,5,31,13,1,0.73,0.11,39.0,78.8,15.1,3.09,45.2,0.0,2.36,0.98,0.24,1.54,4.23,0.65,3.41,28.9,0.0,6.59,63.0,5.0
902,5,4,23,6,0,0.5,0.0,59.5,85.9,20.8,5.25,52.5,0.0,3.75,1.0,0.0,1.0,2.75,1.5,7.0,50.5,0.0,4.25,69.2,5.0
903,3,2,21,13,0,0.43,0.0,43.8,86.7,14.3,5.74,71.0,0.09,2.87,0.87,0.0,1.13,3.3,1.3,4.35,32.5,0.0,5.48,63.9,5.0
904,5,2,33,16,1,0.27,0.33,40.9,82.9,19.3,3.0,62.3,0.18,2.09,2.55,0.36,1.45,3.64,1.55,1.55,29.2,0.18,4.45,35.7,5.0
905,5,5,24,22,3,1.17,0.23,30.4,79.5,15.2,2.7,57.7,0.18,2.34,2.88,0.45,0.63,1.53,1.35,0.45,33.0,0.54,3.87,54.5,5.0
906,2,5,29,20,2,0.63,0.2,47.7,84.4,22.8,3.44,55.6,0.06,3.75,1.44,0.25,0.44,1.75,0.81,2.69,38.4,0.06,3.5,52.9,5.0
907,5,5,24,10,0,1.3,0.0,30.2,76.0,14.3,2.83,59.1,0.0,4.13,0.87,0.0,1.52,2.83,1.52,1.3,23.0,0.0,4.57,36.8,5.0
908,5,5,32,8,0,0.75,0.0,30.6,79.0,9.25,6.0,60.8,0.0,3.13,1.5,0.13,0.75,2.0,1.13,3.25,24.1,0.0,5.63,66.7,5.0
909,4,2,20,11,0,0.0,0.0,40.0,87.5,14.6,3.03,55.1,0.0,1.57,0.45,0.0,0.67,2.02,1.12,4.72,32.5,0.0,4.16,66.7,5.0
910,5,1,26,12,4,2.5,0.06,28.8,65.3,15.4,3.97,42.9,0.44,2.5,4.26,1.18,2.06,3.38,0.88,0.29,39.9,1.62,5.88,30.8,5.0
911,4,1,19,11,0,2.86,0.0,29.3,62.1,15.0,3.57,55.6,0.0,0.0,5.0,0.0,0.0,0.71,0.0,0.0,47.9,2.14,5.0,0.0,5.0
912,3,5,26,6,0,1.67,0.0,30.8,78.7,18.3,1.67,100.0,0.0,1.67,4.17,0.0,0.83,3.33,0.83,0.83,39.2,0.83,7.5,0.0,5.0
913,5,2,25,16,2,0.92,0.17,21.5,66.7,9.15,3.23,53.8,0.15,2.31,2.23,0.15,1.08,2.54,1.15,1.54,18.3,0.23,5.62,33.3,5.0
914,3,2,28,18,3,2.76,0.08,10.1,63.8,5.67,0.45,54.5,0.0,0.67,2.16,0.0,0.07,0.75,0.82,0.22,15.1,1.27,1.49,18.6,5.0
915,5,2,31,10,1,3.53,0.06,6.47,55.9,4.51,0.39,50.0,0.0,0.2,1.57,0.2,0.2,0.39,0.39,0.78,12.9,0.59,1.18,27.3,5.0
916,5,1,22,21,0,0.57,0.0,56.1,86.8,26.7,3.04,66.3,0.0,4.23,1.44,0.0,1.29,2.37,1.34,2.32,51.0,0.26,5.62,43.6,5.0
917,5,5,23,13,0,0.76,0.0,31.5,76.9,18.0,1.77,48.3,0.0,2.28,0.63,0.0,1.27,2.91,1.01,1.01,28.1,0.0,8.86,68.2,5.0
918,5,3,24,11,1,3.86,0.06,8.86,51.3,6.14,0.45,40.0,0.0,0.91,1.36,0.0,0.23,0.45,0.91,0.45,15.5,0.91,1.82,66.7,5.0
919,3,1,21,11,0,0.51,0.0,62.5,86.1,22.3,5.56,65.5,0.0,5.86,0.71,0.0,1.11,4.85,0.91,3.13,61.3,0.0,4.24,66.7,5.0
920,3,2,30,19,1,0.47,0.13,43.4,85.2,17.5,3.96,60.4,0.0,3.43,0.59,0.06,0.83,3.25,1.01,2.66,31.4,0.0,5.09,48.3,5.0
921,3,3,24,20,2,2.18,0.06,17.6,71.1,10.9,1.15,67.9,0.18,1.58,2.67,0.36,1.09,3.15,1.82,0.36,25.0,1.88,4.73,6.3,5.0
922,4,2,20,14,2,1.44,0.13,22.5,65.9,11.5,2.5,47.3,0.29,2.12,2.6,0.58,0.38,2.31,1.06,0.58,21.1,0.38,6.73,50.0,5.0
923,5,5,24,10,0,0.59,0.0,28.2,81.4,20.0,1.47,62.5,0.0,2.06,1.76,0.0,1.47,2.94,2.65,0.59,24.7,0.29,5.88,40.0,5.0
924,5,3,28,20,4,2.7,0.08,19.2,62.5,9.78,2.11,37.1,0.27,1.19,3.84,0.86,0.16,0.65,0.27,1.41,18.2,0.59,3.46,48.7,5.0
925,2,3,28,13,0,1.56,0.0,27.0,74.6,12.6,2.6,54.1,0.0,3.64,2.86,0.39,1.04,1.43,0.91,0.39,28.4,0.39,5.58,31.3,5.0
926,2,2,29,13,0,0.33,0.0,36.2,76.4,14.5,4.0,52.2,0.0,5.17,2.83,0.33,1.17,2.5,0.67,0.67,32.3,0.17,5.67,72.7,5.0
927,3,2,27,13,1,1.1,0.1,35.9,79.0,16.8,2.86,57.8,0.11,1.54,1.32,0.11,0.55,1.54,1.21,3.3,28.1,0.22,4.51,23.5,5.0
928,5,5,20,15,0,1.33,0.0,17.0,67.5,11.7,0.67,44.4,0.0,0.83,3.0,0.0,1.33,3.5,1.0,1.0,28.3,1.67,4.83,35.3,5.0
929,5,3,26,19,0,0.39,0.0,24.7,77.4,13.5,1.42,62.9,0.13,3.23,1.94,0.32,0.9,3.1,1.23,0.77,18.6,0.06,5.23,55.3,5.0
930,5,2,27,16,1,0.72,0.2,29.1,70.8,13.0,2.9,55.6,0.0,2.75,2.03,0.29,1.74,2.75,0.72,2.75,25.5,0.14,5.51,60.0,5.0
931,5,2,29,9,0,0.97,0.0,35.8,76.6,16.0,2.58,44.4,0.16,4.84,1.61,0.0,1.29,4.19,1.13,0.65,28.1,0.0,6.29,50.0,5.0
932,3,1,23,13,1,0.92,0.11,35.4,80.9,17.6,1.33,39.4,0.0,2.65,1.33,0.1,1.12,3.37,0.92,1.02,34.3,0.82,5.61,33.3,5.0
933,5,2,22,12,2,0.95,0.33,34.3,83.4,16.5,3.97,59.5,0.32,2.7,2.86,0.48,0.63,2.54,0.95,0.32,30.2,0.16,7.3,0.0,5.0
934,5,3,25,12,0,0.2,0.0,33.1,73.5,10.8,3.27,43.2,0.1,2.14,0.71,0.1,1.33,3.67,1.63,4.49,28.9,0.0,5.1,43.9,5.0
935,5,4,32,14,0,0.0,0.0,51.6,85.0,26.1,2.83,51.9,0.0,3.43,1.72,0.0,0.51,2.22,1.11,1.92,37.7,0.1,4.44,72.7,5.0
936,4,2,23,15,3,1.7,0.16,33.1,81.7,19.7,1.43,55.2,0.0,2.23,2.32,0.27,1.34,2.95,0.89,1.16,25.9,0.36,5.09,30.4,5.0
937,3,3,26,18,0,0.64,0.0,32.7,72.8,12.1,6.31,51.4,0.14,2.41,1.49,0.14,1.13,3.83,1.21,2.7,29.4,0.07,9.22,40.5,5.0
938,5,4,35,13,0,0.28,0.0,51.0,89.4,21.7,5.09,77.5,0.0,4.07,1.2,0.0,1.48,3.7,1.3,1.67,40.6,0.0,6.02,40.0,5.0
939,4,1,28,8,0,0.14,0.0,46.1,81.3,20.0,3.62,67.6,0.0,2.46,2.32,0.0,1.01,3.33,0.58,0.72,42.9,0.0,7.54,37.5,5.0
940,5,3,28,17,2,1.25,0.17,26.4,72.9,14.7,2.6,51.0,0.52,3.13,2.5,0.63,1.46,2.5,1.77,0.42,20.1,0.21,5.94,46.2,5.0
941,5,3,25,7,0,1.54,0.0,46.9,80.3,30.8,0.77,25.0,0.0,0.77,2.31,0.0,2.31,3.08,0.77,0.77,23.8,0.0,4.62,50.0,5.0
942,5,5,30,9,0,0.0,0.0,27.5,67.6,15.7,0.78,28.6,0.0,0.78,0.78,0.2,0.2,0.39,1.18,4.31,21.2,0.39,2.35,30.8,5.0
943,5,3,25,19,4,2.37,0.1,23.5,74.9,12.1,2.14,49.1,0.0,2.14,3.36,0.31,0.92,2.52,1.68,0.69,24.9,1.22,4.66,20.0,5.0
944,5,2,23,11,0,0.15,0.0,41.9,80.1,11.2,8.81,64.8,0.0,1.79,0.6,0.0,1.49,3.28,1.19,4.18,26.9,0.15,5.52,78.9,5.0
945,2,1,23,16,3,1.74,0.19,12.8,63.4,7.39,0.98,47.4,0.33,1.3,1.96,0.65,0.33,0.43,0.65,0.54,20.1,0.22,3.7,47.6,5.0
946,5,4,30,18,4,1.45,0.17,20.5,64.7,11.6,1.39,39.7,0.12,0.91,3.15,0.48,1.03,2.73,1.21,0.85,25.0,1.58,5.45,55.6,5.0
947,5,4,28,18,1,0.46,0.13,36.1,80.8,12.5,6.4,62.2,0.0,3.94,0.69,0.0,0.74,2.91,0.8,5.49,28.7,0.0,5.31,67.2,5.0
948,5,4,36,20,1,4.92,0.03,17.3,62.6,9.37,1.75,50.0,0.32,1.75,4.13,0.79,0.95,1.9,0.79,1.27,22.5,0.32,3.49,36.7,5.0
949,5,1,35,18,2,0.69,0.17,62.0,82.6,22.2,8.74,64.1,0.11,6.67,2.53,0.4,1.32,3.56,1.38,0.98,64.7,0.0,8.28,53.8,5.0
950,5,2,22,22,0,0.3,0.0,31.2,70.4,16.1,1.98,34.2,0.0,2.03,1.19,0.05,1.73,4.31,1.53,2.82,24.0,0.15,5.99,50.8,5.0
951,2,1,23,8,0,0.0,0.0,18.2,44.4,10.0,0.91,50.0,0.0,0.91,2.73,0.0,3.64,10.9,3.64,3.64,27.3,0.0,10.0,40.0,5.0
952,5,3,28,15,4,1.57,0.24,22.9,74.2,12.2,1.76,57.6,0.09,3.06,2.31,0.46,0.83,1.85,1.11,1.02,21.9,0.09,4.35,28.6,5.0
953,5,3,31,16,0,1.62,0.0,35.3,67.0,16.2,5.05,52.5,0.19,2.19,3.81,0.67,0.76,2.0,1.52,1.81,24.9,0.0,3.9,50.0,5.0
954,5,1,29,17,2,0.57,0.25,49.7,87.5,18.3,3.26,58.2,0.14,3.26,0.99,0.28,1.06,4.54,1.35,3.69,48.2,0.0,4.82,71.4,5.0
955,5,4,25,16,0,0.43,0.0,28.7,77.7,12.3,1.99,49.1,0.07,0.64,1.06,0.07,1.28,3.62,1.21,1.84,20.2,0.07,3.76,25.0,5.0
956,5,4,28,20,1,0.6,0.09,45.8,83.2,20.8,6.87,65.4,0.11,5.82,3.9,0.33,0.55,1.21,0.44,0.16,39.3,0.27,6.21,21.7,5.0
957,5,4,30,14,0,0.16,0.0,37.2,86.1,9.68,5.2,55.6,0.0,2.08,0.32,0.0,0.48,2.24,0.96,5.36,27.9,0.0,4.88,44.1,5.0
958,5,4,25,16,0,0.39,0.0,41.6,88.9,17.2,3.78,73.8,0.0,0.79,0.47,0.0,0.87,2.44,0.79,5.98,28.6,0.08,4.49,67.3,5.0
959,5,4,26,13,0,0.73,0.0,48.5,85.0,26.1,3.17,66.7,0.0,1.71,1.59,0.0,0.85,3.17,0.85,0.85,32.4,0.12,3.78,26.3,5.0
960,5,1,30,17,1,0.19,0.33,64.2,90.8,23.8,4.59,74.2,0.13,7.71,1.46,0.25,1.15,2.87,0.89,2.17,62.7,0.13,4.52,39.1,5.0
961,5,5,21,12,1,3.14,0.09,25.1,61.5,13.7,4.0,35.0,0.57,3.14,4.29,0.86,1.43,2.86,2.0,0.29,26.9,0.29,7.43,25.0,5.0
962,3,3,28,20,7,3.04,0.14,12.1,55.6,7.2,0.5,44.4,0.19,1.3,3.42,0.56,0.43,1.06,0.99,0.56,14.8,0.68,2.73,52.5,5.0
963,5,4,31,14,0,1.96,0.0,13.2,63.2,8.39,0.54,60.0,0.0,0.18,1.43,0.0,1.25,2.5,1.07,1.25,17.7,0.36,2.5,39.1,5.0
964,5,1,21,21,2,1.43,0.13,15.4,67.2,8.57,0.95,43.5,0.19,1.43,2.29,0.38,1.05,1.81,1.24,0.19,27.6,0.48,4.48,50.0,5.0
965,5,3,29,20,0,1.07,0.0,32.3,71.4,15.4,3.11,41.8,0.1,1.68,3.21,0.15,0.71,1.63,0.66,1.17,24.6,0.2,4.03,23.1,5.0
